case:concept:name,sktr_activity,kari_activity,argmax_activity,ground_truth
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,12
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,12,12,12,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,13,13
28,13,13,12,13
28,13,13,12,13
28,12,13,12,13
28,12,13,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,12,2,12,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,2
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,3,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,3,3
28,2,2,3,3
28,2,2,3,3
28,2,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,2,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,2,3
28,3,2,2,3
28,3,2,3,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,2,2,2,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,4,3
28,4,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,3
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,4,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,3,2,3,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,5,4
28,4,2,5,4
28,4,2,5,4
28,4,2,5,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,4
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,4,2,4,5
28,5,2,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
28,5,3,5,5
